a,2385,2395,1469,1680,0
a,2034,2348,1458,1409,0
a,2060,2378,1479,1360,0
a,2240,2409,1443,1703,0
a,2494,2514,1669,1865,0
a,2513,2675,1881,1968,0
a,2112,2443,1649,1903,0
a,2366,2524,1667,1867,0
a,2199,2349,1563,1776,0
a,2183,2178,1293,1535,0
a,2800,3042,2415,2295,0
a,1889,2218,1662,1181,0
a,2906,2910,2074,2079,0
a,2331,2429,1841,1630,0
a,2523,2442,1905,1835,0
a,2455,2430,1775,1898,0
a,1761,2017,1459,1323,0
a,2347,2145,1602,1433,0
a,1554,2214,1474,1067,0
a,2311,2455,1904,1875,0
b,0,199,0,0,1100
b,0,0,0,0,1012
b,0,0,0,0,931
b,0,0,0,0,933
b,0,10,0,0,903
b,0,0,0,0,1051
b,0,0,0,0,1135
b,0,0,0,0,1043
b,0,0,0,0,1005
b,0,0,0,0,976
b,0,0,0,0,1131
b,0,0,0,0,774
b,0,0,0,0,837
b,0,0,0,0,791
b,0,0,0,0,989
b,0,0,0,0,960
b,0,0,0,0,1104
b,0,0,0,0,1019
b,0,0,0,0,1252
b,0,0,0,0,784
c,76,1679,994,366,0
c,210,1558,1101,823,0
c,149,1682,1040,689,0
c,138,1658,1008,532,0
c,95,1570,910,495,0
c,324,1691,991,629,0
c,208,1378,901,592,0
c,90,1399,854,582,0
c,188,1575,976,758,0
c,141,717,123,198,0
c,837,1578,1019,995,0
c,823,1514,869,560,0
c,426,1573,1056,367,0
c,883,1451,814,395,0
c,629,1535,1185,863,0
c,203,1425,986,736,0
c,885,1705,1063,674,0
c,192,1168,759,246,0
c,1424,1885,1003,788,0
c,1003,1410,1058,780,0
d,416,2191,1339,0,0
d,1534,2384,1671,0,0
d,1223,2406,1610,0,0
d,661,2246,1412,0,0
d,1506,2299,1633,0,0
d,784,2095,1198,0,0
d,806,2527,1515,0,0
d,772,2058,1282,0,0
d,1105,2181,1264,0,0
d,1561,2181,1382,0,0
d,1778,2178,1430,0,0
d,493,1712,1038,0,0
d,551,1773,975,0,0
d,1854,2128,1296,0,0
d,346,1521,640,0,0
d,1461,2298,1584,0,0
d,1804,2247,1245,0,0
d,1366,2319,1638,0,0
d,499,1831,1019,0,0
d,1018,2128,1321,0,0
e,1955,2470,1617,1563,1038
e,1331,2223,1473,1233,857
e,1419,2096,1227,993,1828
e,1382,2195,1328,1051,498
e,1327,2189,1366,1039,1232
e,1649,2278,1486,1565,975
e,1358,2081,1342,1467,690
e,1040,1959,1231,944,1305
e,1332,2164,1437,1500,797
e,800,1851,1156,885,522
e,1867,2277,1664,1744,528
e,1967,2313,1491,1695,380
e,544,1918,1126,1244,494
e,1169,1901,1123,1339,463
e,975,1898,1291,1462,663
e,1614,2273,1459,1707,781
e,1869,2289,1660,1855,649
e,1179,2242,1671,1838,539
e,453,1680,1111,859,432
e,1207,2073,1431,1527,639
f,0,0,0,543,0
f,0,0,0,317,0
f,0,0,0,331,0
f,0,0,0,205,0
f,0,0,0,395,0
f,0,0,0,403,0
f,0,0,0,340,0
f,0,0,0,788,0
f,0,0,0,330,0
f,0,0,0,385,0
f,0,0,0,775,0
f,0,0,0,976,0
f,0,0,0,707,0
f,0,0,0,816,0
f,0,0,0,877,0
f,0,0,0,567,0
f,0,0,0,576,0
f,0,0,0,991,0
f,0,0,0,503,0
f,0,0,0,684,0
g,1552,2416,1766,0,0
g,1874,2414,1899,0,0
g,1451,2314,1570,0,0
g,1264,2205,1456,0,0
g,1233,2001,1035,0,0
g,1282,2234,1563,0,0
g,1438,2314,1680,0,0
g,1521,2463,1602,0,0
g,931,1925,1392,0,0
g,1376,2219,1721,0,0
g,1611,2367,1818,0,0
g,1209,2283,1657,0,0
g,1040,2047,1522,0,0
g,1361,2467,1801,0,0
g,1040,2005,1403,0,0
g,1259,2018,1392,0,0
g,727,1771,1237,0,0
g,911,1856,1340,0,0
g,2000,2166,1442,0,0
g,1395,2092,1522,0,0
h,1520,1725,0,0,0
h,2303,1574,0,0,0
h,2030,1055,0,0,0
h,1847,1210,0,0,0
h,1487,1139,0,0,0
h,1136,1049,0,0,0
h,2075,1514,0,0,0
h,1851,1282,0,0,0
h,1604,1646,0,0,0
h,1509,1023,0,0,0
h,2238,1635,0,0,0
h,1923,1328,0,0,0
h,1059,1281,0,0,0
h,1283,1603,0,0,0
h,1392,1510,0,0,0
h,1093,1398,0,0,0
h,1121,1642,0,0,0
h,1407,1055,0,0,0
h,2288,1630,0,0,0
h,1573,1924,0,0,0
i,0,967,1465,1495,630
i,0,706,1367,1941,1156
i,0,377,1313,1294,489
i,0,893,1488,1694,511
i,0,906,1104,511,647
i,0,437,757,209,117
i,0,505,1205,305,218
i,0,678,1486,1344,1091
i,0,552,983,720,622
i,0,640,683,486,511
i,0,1275,1520,475,431
i,0,1200,950,1014,725
i,0,623,402,1066,242
i,0,1281,1315,599,567
i,0,995,1037,1040,303
i,0,1953,1606,397,960
i,0,1373,1181,169,304
i,0,2615,2010,2079,323
i,0,2469,2037,2309,1238
i,0,1472,1223,871,132
ILY,0,1355,1092,0,0
ILY,0,1515,1059,0,0
ILY,0,1186,1199,0,0
ILY,0,1535,1411,0,0
ILY,0,1311,1103,0,0
ILY,0,1337,1177,0,0
ILY,0,1491,1369,0,0
ILY,0,1581,1228,0,0
ILY,0,1484,1314,0,0
ILY,0,1574,1159,0,0
ILY,0,1074,1008,0,0
ILY,0,1359,1104,0,0
ILY,0,1726,1632,0,0
ILY,0,1499,1278,0,0
ILY,0,1100,1040,0,0
ILY,0,1314,1258,0,0
ILY,0,1023,1129,0,0
ILY,0,1382,1069,0,0
ILY,0,1558,1092,0,0
ILY,0,1006,922,0,0
k,1147,784,0,0,0
k,349,622,0,0,0
k,508,640,0,0,0
k,726,569,0,0,0
k,890,490,0,0,0
k,324,487,0,0,0
k,29,308,0,0,0
k,1797,1119,53,0,0
k,1142,640,0,0,0
k,213,906,0,0,0
k,653,732,0,0,0
k,420,459,0,0,0
k,440,413,0,0,0
k,102,550,0,0,0
k,1870,1136,0,0,0
k,670,688,0,0,0
k,335,510,0,0,0
k,237,495,0,0,0
k,92,431,0,0,0
k,293,413,0,0,0
l,560,1998,1491,0,163
l,993,2080,1619,0,150
l,1421,2294,1719,0,987
l,1184,2127,1613,0,710
l,325,1802,1232,0,299
l,915,2045,1280,0,400
l,111,1554,1047,0,39
l,459,1746,1254,0,318
l,238,1652,1056,0,17
l,803,2083,1408,0,55
l,246,1775,1219,0,493
l,523,1891,1424,0,510
l,338,1898,1410,0,481
l,410,1798,1360,0,394
l,595,1856,1392,0,354
l,263,1743,1292,0,208
l,301,1922,903,0,548
l,400,1615,1132,0,150
l,783,1961,1474,0,32
l,769,2187,1623,0,202
m,1819,1962,1050,1038,47
m,1305,1575,624,833,709
m,2183,1706,912,960,237
m,1095,1333,434,511,2
m,1503,1980,1392,1268,127
m,1293,1474,464,343,927
m,1902,2019,927,653,642
m,1242,1756,811,462,959
m,537,1327,244,51,1150
m,1322,2007,1186,787,322
m,979,1594,465,389,1031
m,1789,2339,1263,875,622
m,430,1398,305,128,1104
m,214,1296,245,177,1104
m,1087,1318,338,341,1023
m,1570,1966,934,825,699
m,627,1451,368,401,160
m,1269,1472,597,445,960
m,2077,2163,1171,1279,847
m,1088,1511,571,490,1050
n,591,1961,981,611,147
n,634,640,851,1117,459
n,960,1221,1137,612,84
n,1409,1220,1250,748,400
n,842,1136,1238,640,112
n,64,1264,887,383,208
n,1808,2362,1351,896,48
n,2093,2493,1309,901,39
n,1050,1040,988,374,86
n,1406,1313,1408,736,327
n,603,1248,1279,560,345
n,1114,1811,962,606,1488
n,615,1466,578,496,1290
n,223,953,138,146,563
n,1280,1904,1058,350,573
n,1009,1443,613,407,998
n,681,1633,561,208,1040
n,753,907,942,291,341
n,810,231,842,603,874
n,688,228,974,384,1054
o,233,1374,771,215,0
o,965,1681,1196,631,0
o,836,1533,832,274,163
o,349,1328,727,202,0
o,679,1733,1216,446,0
o,23,1275,496,177,0
o,832,1424,1103,688,0
o,1403,1562,1264,809,0
o,1447,1680,1528,952,0
o,471,1163,493,230,0
o,1243,1305,959,498,0
o,336,666,385,232,0
o,1072,1088,864,704,0
o,239,441,194,13,0
o,383,1381,1040,503,0
o,423,1414,912,572,0
o,927,2023,1221,533,0
o,806,1414,350,506,0
o,133,445,253,208,0
o,543,1074,288,368,0
p,1492,1039,0,0,0
p,430,843,0,0,0
p,217,32,0,0,0
p,304,544,0,0,0
p,319,868,0,0,0
p,397,430,0,0,0
p,925,629,0,0,0
p,158,511,0,0,0
p,224,416,0,0,0
p,91,832,0,0,0
p,867,1657,0,0,0
p,1125,1140,0,0,0
p,798,1115,0,0,0
p,1331,1117,0,0,0
p,323,290,0,0,0
p,223,50,0,0,0
p,315,54,0,0,0
p,282,51,0,0,0
p,272,66,0,0,0
p,304,81,0,0,0
q,1470,2367,1717,0,0
q,1761,2533,1799,0,0
q,894,2307,1649,0,6
q,1200,2288,1535,0,0
q,511,2532,1900,0,0
q,1535,2507,1787,0,0
q,434,2037,1413,0,0
q,940,2292,1629,0,0
q,428,2096,1453,0,0
q,497,2192,1465,0,0
q,221,2183,1502,0,0
q,376,1793,681,0,0
q,944,2145,1194,0,0
q,769,1817,586,0,0
q,886,2063,947,0,0
q,971,2029,1009,0,0
q,929,2121,1307,0,0
q,544,1923,1152,0,0
q,851,1849,897,0,0
q,1099,2247,1425,0,0
r,511,772,0,212,0
r,2154,2163,618,816,0
r,1895,1874,483,1078,0
r,659,1471,0,447,0
r,1223,1664,0,524,0
r,466,1491,0,851,0
r,1983,1819,0,240,0
r,159,1531,0,848,0
r,629,1745,0,288,0
r,432,1588,128,806,0
r,1131,1985,1072,976,0
r,1861,2000,0,126,0
r,843,1783,995,1014,0
r,318,1307,321,816,0
r,871,1757,961,963,0
r,409,1362,88,909,0
r,859,1924,1143,1039,0
r,415,1507,0,64,626
r,798,1494,455,975,0
r,592,1520,735,992,370
s,1309,2109,1792,482,265
s,1219,2032,1685,666,544
s,2377,2293,1712,1233,711
s,99,1781,1053,529,240
s,1195,2105,1579,567,1067
s,572,1685,105,511,638
s,642,1742,704,505,511
s,988,1940,1131,655,145
s,71,1491,471,414,6
s,822,1799,950,631,107
s,1584,2073,1339,983,134
s,1730,2222,1200,1023,782
s,353,1685,850,603,323
s,784,1652,183,418,566
s,967,1739,43,470,1251
s,432,1424,215,400,611
s,878,1757,695,476,1030
s,1105,1834,813,449,1048
s,384,1654,502,463,1104
s,784,1851,901,531,1225
t,1514,735,1008,428,1387
t,1169,909,1042,570,1111
t,1442,1186,1503,583,1136
t,284,804,561,95,1071
t,1770,1058,1535,672,1196
t,912,733,720,265,1077
t,1376,934,1040,691,1045
t,1794,1385,1600,894,531
t,1141,833,1063,511,1125
t,672,593,866,493,1072
t,113,347,382,91,703
t,411,796,692,272,1214
t,930,734,769,485,988
t,876,723,860,535,1218
t,272,455,343,31,1199
t,316,410,528,171,83
t,482,528,593,262,778
t,189,305,547,240,400
t,325,534,646,366,624
t,231,432,559,78,54
u,2032,1774,0,0,0
u,896,1295,0,0,0
u,1968,1535,0,0,0
u,1239,949,0,0,0
u,288,291,0,0,0
u,2076,1505,0,0,0
u,811,1271,0,0,0
u,68,947,0,0,0
u,1930,1325,0,0,0
u,379,1136,0,0,0
u,33,738,0,0,0
u,1616,544,0,0,0
u,418,1685,0,0,0
u,1841,1042,0,0,0
u,533,1253,0,0,0
u,54,710,0,0,0
u,1219,855,0,0,0
u,76,511,0,0,0
u,1648,1451,0,0,0
u,1557,709,0,0,0
v,2003,2112,0,0,0
v,2134,2134,0,0,66
v,1276,1328,0,0,0
v,1347,1874,0,0,0
v,1449,2129,0,0,0
v,213,1583,0,0,0
v,1611,1449,0,0,434
v,1223,1838,0,0,0
v,76,1128,0,0,0
v,1390,1947,0,0,34
v,912,949,0,0,0
v,758,1619,0,0,0
v,1131,1349,0,0,0
v,1387,1239,0,0,272
v,419,890,0,0,0
v,48,1747,0,0,0
v,1472,1508,0,0,43
v,524,752,0,0,0
v,1075,1300,0,0,265
v,479,1006,0,0,0
w,666,0,0,0,78
w,1168,0,0,0,0
w,832,0,0,0,64
w,534,0,0,0,0
w,1647,0,0,0,739
w,1395,0,0,0,528
w,1069,0,0,0,374
w,1844,0,0,0,0
w,529,0,0,0,0
w,1456,0,0,0,780
w,980,0,0,0,85
w,1072,0,0,0,270
w,415,0,0,0,0
w,90,0,0,0,0
w,354,0,0,0,0
w,767,0,0,0,64
w,186,0,0,0,0
w,1088,0,0,0,0
w,401,0,0,0,0
w,832,0,0,0,114
x,1614,2559,545,0,727
x,541,2000,206,671,465
x,716,2255,1111,183,569
x,105,1455,272,451,567
x,783,1727,315,0,880
x,784,2208,1595,961,609
x,913,1594,882,0,1271
x,622,1525,133,307,766
x,1186,1874,1234,0,876
x,116,941,304,158,503
x,1083,1899,1140,0,1001
x,31,1039,463,240,496
x,609,1616,875,251,831
x,55,1921,894,566,730
x,607,1859,814,894,305
x,847,1925,378,363,746
x,273,1170,377,289,624
x,623,2005,278,358,164
x,110,1567,1429,135,158
x,407,1914,1607,753,334
y,0,1365,623,206,0
y,0,586,489,464,0
y,0,613,649,528,0
y,0,302,43,208,0
y,0,1065,835,621,0
y,0,351,176,176,0
y,1,314,320,251,0
y,0,482,129,99,0
y,16,270,613,599,0
y,0,1243,614,677,0
y,0,1961,1250,470,0
y,0,448,690,48,0
y,0,231,13,70,0
y,0,115,106,301,0
y,0,815,359,266,0
y,0,1034,524,453,0
y,0,1501,1046,55,0
y,0,63,542,231,0
y,0,566,382,164,0
y,0,634,269,45,0
